icd_code,target_count,non_target_count,target_prevalence,non_target_prevalence,prevalence_ratio,chi2_value,p_value
M84461S,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I69359,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
R10819,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C44310,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
K902,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I69393,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z72820,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T82867A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H3531,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
W5503XA,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S13140A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z201,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
K50818,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T438X5D,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S30810A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S62632B,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S66392A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S22011A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z5332,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S22021A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H04123,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M19019,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z942,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M80851S,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M80852S,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T458X5S,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
J0181,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C482,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
K55011,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
K55022,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
D3614,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
N442,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C670,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H5988,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S91202D,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S92402D,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
V878XXA,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S62634A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
N4830,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
K8592,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M4810,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I711,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
34122,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
5964,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
V1000,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S028XXA,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S02402A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H6001,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
N921,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S52572B,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S52612B,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z89021,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S83231A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H9311,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S83512A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G90522,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M12261,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G9050,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S83272A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
N6009,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M5000,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M6752,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
44322,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
W1812XA,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M13841,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M13842,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G5783,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G0491,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C7940,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
K9131,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
K35891,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T84030A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S249XXS,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Q019,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T85734A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T440X5A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S322XXS,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H4903,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T402X6A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
N6341,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I82A21,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C23,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z8271,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G0402,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
N23,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H53141,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S42035A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G0489,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Y92520,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S82421A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I090,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
F450,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
L89619,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M00811,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z87892,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
E9454,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
E8589,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G8324,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
D0221,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T83092A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z9862,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T83598A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T836XXA,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
E113413,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
B258,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
F17219,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S0012XA,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
B303,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
K2101,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
5942,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S3091XA,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H47092,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I6789,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S82251B,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S82451B,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
E0073,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
E9803,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
30441,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T528X1A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
92710,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
81405,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
J09X1,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T50902A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
81402,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S92241A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
E1159,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G9732,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I69298,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I69292,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
81408,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G5612,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S5412XS,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I69293,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S5782XS,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I69222,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
W319XXS,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G5622,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M71131,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I82601,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
R972,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
B251,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
R29735,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S82151A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I25719,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I25718,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
B789,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T50996A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I82891,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
J1008,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S36030A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S92511A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C768,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
L249,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I70243,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T460X5A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Y782,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z884,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
E064,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
R29720,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z86001,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C761,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
F10259,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I70423,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M25529,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M79643,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
E539,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
3536,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H00014,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S069X0S,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
N048,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z85068,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T473X6A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G09,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M8008XD,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M8088XS,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
R29732,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I63322,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
R402323,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I616,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I63433,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
R29721,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I238,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T490X6A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
L404,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H05012,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
V638,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
L258,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S82302B,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H34232,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
K52831,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
J9562,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
V7101,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S2239XA,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Q8901,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S20361D,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z603,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C4922,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
R293,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z45010,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G44009,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
7428,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G1111,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Q6602,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Q6601,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
N008,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
W57XXXD,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T620X1A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S3723XA,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z79810,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M84451A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Y93H1,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
V6709,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T17900A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
2397,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
9687,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M00261,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
N399,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M60052,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C498,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C7652,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Q2549,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S5292XA,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Y92120,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M488X7,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H5089,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I63431,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H3411,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T43216A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T504X6A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
H53412,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
L97926,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
A4901,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M24575,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
W269XXA,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S61213A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Q774,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M21331,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
K811,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
E343,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C8230,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
E113393,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
37749,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
N454,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Q8789,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
G8252,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
L03316,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M40295,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T446X6A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T84498A,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z5320,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S32031S,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
W1789XS,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
I6503,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
C171,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
B358,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
Z30433,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
F1027,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
L4059,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
S8411XS,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
M79674,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
T8744,1.0,0.0,0.00045392646391284613,0.0,0.45392646391284613,3.6839702977131945,0.054937883888787425
